pc,caller_label,mnemonic,target,instruction
1494,L1494,CJNE,L1491,"CJNE A,#3Dh,L1491"
1497,L1494,LCALL,L065D,LCALL L065D
149A,L1494,LCALL,L5977,LCALL L5977
149D,L1494,SJMP,L147F,SJMP L147F
14A1,L149F,CJNE,L14B9,"CJNE A,#01h,L14B9"
14A4,L149F,LCALL,L5977,LCALL L5977
14A7,L149F,LCALL,L03F3,LCALL L03F3
14AA,L149F,LCALL,L39E0,LCALL L39E0
14B0,L149F,JB,L14B6,"JB 29h.5,L14B6"
14B6,L14B6,LJMP,L585F,LJMP L585F
14B9,L14B9,CJNE,L14BF,"CJNE A,#41h,L14BF"
14BC,L14B9,LJMP,L09E5,LJMP L09E5
14BF,L14BF,LJMP,L585F,LJMP L585F
14C4,L14C2,CJNE,L14CF,"CJNE A,#2Fh,L14CF"
14CC,L14C2,LJMP,L585F,LJMP L585F
14CF,L14CF,CJNE,L14D5,"CJNE A,#3Dh,L14D5"
14D2,L14CF,LJMP,L0BEC,LJMP L0BEC
14D5,L14D5,CJNE,L14E6,"CJNE A,#20h,L14E6"
14DA,L14D5,JZ,L14E3,JZ L14E3
14E0,L14D5,LCALL,L15D5,LCALL L15D5
14E3,L14E3,LJMP,L585F,LJMP L585F
14E6,L14E6,CJNE,L14F7,"CJNE A,#09h,L14F7"
14EB,L14E6,JZ,L1524,JZ L1524
14ED,L14E6,LCALL,L156D,LCALL L156D
14F0,L14E6,JZ,L1524,JZ L1524
14F4,L14E6,LJMP,L0B58,LJMP L0B58
14F7,L14F7,CJNE,L1512,"CJNE A,#04h,L1512"
14FA,L14F7,LCALL,L384B,LCALL L384B
14FD,L14F7,LCALL,L3BAD,LCALL L3BAD
1500,L14F7,CJNE,L1524,"CJNE R4,#00h,L1524"
1506,L14F7,LCALL,L3C05,LCALL L3C05
150F,L14F7,LJMP,L08F8,LJMP L08F8
1512,L1512,CJNE,L1527,"CJNE A,#02h,L1527"
1515,L1512,JNB,L151B,"JNB 2Ch.1,L151B"
1518,L1512,LJMP,L0BEC,LJMP L0BEC
151B,L151B,LCALL,L384B,LCALL L384B
1521,L151B,LCALL,L3AAE,LCALL L3AAE
1524,L1524,LJMP,L585F,LJMP L585F
1527,L1527,LJMP,L09B8,LJMP L09B8
1535,L152A,CJNE,L153B,"CJNE R1,#00h,L153B"
1538,L152A,LJMP,L1550,LJMP L1550
153D,L153D,CJNE,L1543,"CJNE R2,#04h,L1543"
1540,L153D,LJMP,L1546,LJMP L1546
1543,L1543,CJNE,L154B,"CJNE R2,#08h,L154B"
1548,L1546,LJMP,L154D,LJMP L154D
154E,L154D,DJNZ,L153D,"DJNZ R1,L153D"
1551,L1551,LCALL,L152A,LCALL L152A
155F,L155F,LCALL,L152A,LCALL L152A
156F,L156D,CJNE,L1574,"CJNE R4,#05h,L1574"
157A,L1574,CJNE,L1572,"CJNE A,#0Ah,L1572"
1581,L1574,CJNE,L1586,"CJNE R4,#04h,L1586"
1586,L1586,CJNE,L158B,"CJNE R4,#03h,L158B"
158B,L158B,CJNE,L1590,"CJNE R4,#02h,L1590"
1590,L1590,CJNE,L1595,"CJNE R4,#01h,L1595"
159C,L1596,JZ,L15A3,JZ L15A3
15B1,L15A4,LCALL,L03D3,LCALL L03D3
15B6,L15A4,LCALL,L04C4,LCALL L04C4
15C5,L15BA,LCALL,L03D3,LCALL L03D3
15D1,L15BA,LCALL,L04C4,LCALL L04C4
15DE,L15D5,JBC,L15EB,"JBC 29h.4,L15EB"
15E1,L15E1,LCALL,L0355,LCALL L0355
15ED,L15EB,SJMP,L15E1,SJMP L15E1
15FB,L15F7,JNB,L1605,"JNB ACC.7,L1605"
1602,L15F7,CJNE,L1607,"CJNE A,#0Bh,L1607"
1631,L1611,LCALL,L0355,LCALL L0355
164F,L1635,LCALL,L0355,LCALL L0355
166F,L1653,LCALL,L0355,LCALL L0355
1673,L1673,JNB,L1684,"JNB 28h.4,L1684"
1676,L1673,LCALL,L5937,LCALL L5937
167E,L1673,LCALL,L03CC,LCALL L03CC
1684,L1684,LJMP,L21C9,LJMP L21C9
1687,L1687,LCALL,L4831,LCALL L4831
1698,L1687,LCALL,L034F,LCALL L034F
169B,L1687,JB,L16A3,"JB 2Bh.2,L16A3"
16A0,L1687,LCALL,L034F,LCALL L034F
16A6,L16A3,LJMP,L21C9,LJMP L21C9
16A9,L16A9,JBC,L16D8,"JBC 20h.5,L16D8"
16AC,L16A9,JBC,L1687,"JBC 21h.5,L1687"
16AF,L16A9,JBC,L16DE,"JBC 22h.0,L16DE"
16B2,L16A9,JBC,L1673,"JBC 20h.4,L1673"
16B5,L16A9,JBC,L16DB,"JBC 21h.7,L16DB"
16B8,L16A9,JBC,L16F9,"JBC 21h.6,L16F9"
16BB,L16A9,JBC,L1702,"JBC 20h.6,L1702"
16BE,L16A9,JBC,L16E1,"JBC 21h.4,L16E1"
16C1,L16A9,JBC,L16F3,"JBC 22h.6,L16F3"
16C4,L16A9,JBC,L16E4,"JBC 22h.5,L16E4"
16C7,L16A9,JBC,L16E7,"JBC 21h.0,L16E7"
16CA,L16A9,JBC,L16EA,"JBC 23h.1,L16EA"
16CD,L16A9,JBC,L16ED,"JBC 23h.2,L16ED"
16D0,L16A9,JBC,L16F0,"JBC 23h.3,L16F0"
16D5,L16A9,LJMP,L585F,LJMP L585F
16D8,L16D8,LJMP,L1747,LJMP L1747
16DB,L16DB,LJMP,L1806,LJMP L1806
16DE,L16DE,LJMP,L1826,LJMP L1826
16E1,L16E1,LJMP,L17ED,LJMP L17ED
16E4,L16E4,LJMP,L17A3,LJMP L17A3
16E7,L16E7,LJMP,L17A6,LJMP L17A6
16EA,L16EA,LJMP,L185C,LJMP L185C
16ED,L16ED,LJMP,L187F,LJMP L187F
16F0,L16F0,LJMP,L18A9,LJMP L18A9
16F3,L16F3,LCALL,L46A0,LCALL L46A0
16F6,L16F3,LJMP,L21C9,LJMP L21C9
16F9,L16F9,LCALL,L467E,LCALL L467E
16FC,L16F9,JB,L1702,"JB 28h.6,L1702"
16FF,L16F9,LJMP,L21C9,LJMP L21C9
1702,L1702,LCALL,L4600,LCALL L4600
1705,L1702,JNB,L170B,"JNB 2Ah.3,L170B"
1708,L1702,LCALL,L5931,LCALL L5931
170B,L170B,LJMP,L21C9,LJMP L21C9
170E,L170E,JNB,L1736,"JNB 28h.5,L1736"
1714,L170E,LCALL,L5937,LCALL L5937
1717,L170E,LCALL,L4709,LCALL L4709
171D,L170E,LCALL,L03BF,LCALL L03BF
1720,L170E,JB,L172C,"JB ACC.0,L172C"
1726,L170E,LCALL,L453A,LCALL L453A
1729,L170E,LJMP,L21C9,LJMP L21C9
1730,L172C,LCALL,L566C,LCALL L566C
1733,L172C,LJMP,L21C9,LJMP L21C9
1736,L1736,LCALL,L4648,LCALL L4648
173E,L1736,LCALL,L5600,LCALL L5600
1744,L1736,LJMP,L21C9,LJMP L21C9
1747,L1747,JB,L170E,"JB PSW.1,L170E"
174A,L1747,JNB,L17A0,"JNB 28h.5,L17A0"
174D,L1747,JB,L1755,"JB 2Ah.2,L1755"
1752,L1747,LJMP,L17A0,LJMP L17A0
1755,L1755,JNB,L1762,"JNB 2Ah.3,L1762"
175C,L1755,JNB,L17A0,"JNB ACC.1,L17A0"
175F,L1755,LJMP,L176B,LJMP L176B
1762,L1762,LCALL,L4618,LCALL L4618
1765,L1762,JB,L1770,"JB ACC.0,L1770"
1768,L1762,JNB,L17A0,"JNB ACC.1,L17A0"
176D,L176B,LJMP,L179D,LJMP L179D
1771,L1770,JB,L1776,"JB 2Bh.0,L1776"
1776,L1776,LCALL,L5931,LCALL L5931
177A,L1776,JNB,L17A0,"JNB ACC.1,L17A0"
1785,L1776,JB,L178E,"JB ACC.0,L178E"
178B,L1776,LJMP,L179D,LJMP L179D
1793,L178E,CJNE,L179D,"CJNE A,#02h,L179D"
17A0,L17A0,LJMP,L21C9,LJMP L21C9
17A3,L17A3,JNB,L17EA,"JNB 29h.1,L17EA"
17AA,L17A6,JNB,L17BD,"JNB ACC.0,L17BD"
17B1,L17A6,CJNE,L17BD,"CJNE A,7Ch,L17BD"
17B4,L17A6,LCALL,L4798,LCALL L4798
17BA,L17A6,LJMP,L21C9,LJMP L21C9
17BF,L17BD,JB,L17E4,"JB 28h.6,L17E4"
17C2,L17BD,LCALL,L452E,LCALL L452E
17C9,L17BD,JNB,L17D8,"JNB ACC.7,L17D8"
17CF,L17BD,LCALL,L453A,LCALL L453A
17D5,L17BD,LJMP,L21C9,LJMP L21C9
17DB,L17D8,LCALL,L453A,LCALL L453A
17E1,L17D8,LJMP,L21C9,LJMP L21C9
17E4,L17E4,LCALL,L4541,LCALL L4541
17EA,L17EA,LJMP,L21C9,LJMP L21C9
17ED,L17ED,JNB,L17F6,"JNB 20h.0,L17F6"
17F0,L17ED,JNB,L1800,"JNB 29h.3,L1800"
17F3,L17ED,JB,L1800,"JB 26h.3,L1800"
17FA,L17F6,JB,L1800,"JB ACC.0,L1800"
17FD,L17F6,LCALL,L5937,LCALL L5937
1800,L1800,LCALL,L4632,LCALL L4632
1803,L1800,LJMP,L21C9,LJMP L21C9
180B,L1806,LCALL,L5937,LCALL L5937
180E,L1806,LCALL,L460F,LCALL L460F
1815,L1806,JB,L181D,"JB ACC.7,L181D"
181A,L1806,LJMP,L21C9,LJMP L21C9
1820,L181D,LCALL,L453A,LCALL L453A
1823,L181D,LJMP,L21C9,LJMP L21C9
1828,L1826,CJNE,L182E,"CJNE A,#05h,L182E"
182B,L1826,LJMP,L21C9,LJMP L21C9
182E,L182E,CJNE,L183D,"CJNE A,#19h,L183D"
1831,L182E,LCALL,L45DF,LCALL L45DF
1834,L182E,LCALL,L5931,LCALL L5931
183A,L182E,LJMP,L21C9,LJMP L21C9
183D,L183D,LCALL,L5931,LCALL L5931
1846,L183D,JNB,L184C,"JNB ACC.1,L184C"
1849,L183D,LCALL,L4712,LCALL L4712
184C,L184C,LCALL,L475D,LCALL L475D
1853,L184C,LCALL,L474A,LCALL L474A
1859,L184C,LJMP,L21C9,LJMP L21C9
1864,L185C,JB,L1876,"JB 28h.6,L1876"
1867,L185C,LCALL,L452E,LCALL L452E
186D,L185C,LCALL,L453A,LCALL L453A
1873,L185C,LJMP,L21C9,LJMP L21C9
1876,L1876,LCALL,L45EB,LCALL L45EB
187C,L1876,LJMP,L21C9,LJMP L21C9
1881,L187F,CJNE,L188F,"CJNE A,#05h,L188F"
1884,L187F,JNB,L188C,"JNB 29h.5,L188C"
188C,L188C,LJMP,L21C9,LJMP L21C9
1892,L188F,LCALL,L4770,LCALL L4770
1895,L188F,LCALL,L4712,LCALL L4712
189A,L188F,LCALL,L5937,LCALL L5937
189D,L188F,LCALL,L460F,LCALL L460F
18A3,L188F,LCALL,L453A,LCALL L453A
18A6,L188F,LJMP,L21C9,LJMP L21C9
18AB,L18A9,CJNE,L18B9,"CJNE A,#05h,L18B9"
18AE,L18A9,JNB,L18B6,"JNB 29h.5,L18B6"
18B6,L18B6,LJMP,L21C9,LJMP L21C9
18BF,L18B9,LCALL,L475D,LCALL L475D
18C2,L18B9,LCALL,L4712,LCALL L4712
18C8,L18B9,JNB,L18B6,"JNB 29h.5,L18B6"
18CF,L18B9,LJMP,L21C9,LJMP L21C9
18D2,L18D2,JBC,L18EE,"JBC 20h.7,L18EE"
18D5,L18D2,JBC,L18F7,"JBC 21h.4,L18F7"
18D8,L18D2,JBC,L18FF,"JBC 21h.1,L18FF"
18DB,L18D2,JBC,L18EB,"JBC 22h.6,L18EB"
18E8,L18D2,LJMP,L585F,LJMP L585F
18EB,L18EB,LJMP,L16F3,LJMP L16F3
18EE,L18EE,LCALL,L468A,LCALL L468A
18F1,L18EE,LCALL,L459D,LCALL L459D
18F4,L18EE,LJMP,L21C9,LJMP L21C9
18F7,L18F7,LCALL,L47C3,LCALL L47C3
18FC,L18F7,LJMP,L1A7E,LJMP L1A7E
18FF,L18FF,LCALL,L4648,LCALL L4648
1905,L18FF,LJMP,L21C9,LJMP L21C9
1908,L1908,JBC,L192A,"JBC 21h.6,L192A"
190B,L1908,JBC,L1948,"JBC 20h.6,L1948"
190E,L1908,JBC,L194E,"JBC 21h.2,L194E"
1911,L1908,JBC,L1956,"JBC 22h.3,L1956"
1914,L1908,JBC,L1987,"JBC 22h.6,L1987"
1927,L1908,LJMP,L585F,LJMP L585F
192A,L192A,LCALL,L467E,LCALL L467E
192D,L192A,JNB,L193D,"JNB 29h.0,L193D"
1932,L192A,JNB,L1940,"JNB 2Bh.1,L1940"
1935,L192A,JB,L1940,"JB 2Ch.2,L1940"
193D,L193D,LJMP,L21C9,LJMP L21C9
1945,L1940,LJMP,L1963,LJMP L1963
1948,L1948,LCALL,L4600,LCALL L4600
194B,L1948,LJMP,L21C9,LJMP L21C9
194E,L194E,LCALL,L47C3,LCALL L47C3
1953,L194E,LJMP,L1A7E,LJMP L1A7E
1967,L1963,LCALL,L47B0,LCALL L47B0
196A,L1963,JB,L197C,"JB 2Bh.4,L197C"
196D,L1963,LCALL,L5931,LCALL L5931
1970,L1963,LCALL,L477E,LCALL L477E
1973,L1963,LCALL,L474A,LCALL L474A
1979,L1963,LJMP,L21C9,LJMP L21C9
1984,L197C,LJMP,L21C9,LJMP L21C9
1987,L1987,LJMP,L16F3,LJMP L16F3
198A,L198A,LJMP,L1AFA,LJMP L1AFA
198D,L198D,LJMP,L1B00,LJMP L1B00
1990,L1990,LJMP,L1AC8,LJMP L1AC8
1993,L1993,LJMP,L16F3,LJMP L16F3
1996,L1996,LCALL,L4700,LCALL L4700
1999,L1996,LJMP,L21C9,LJMP L21C9
199C,L199C,JNB,L19B1,"JNB 28h.7,L19B1"
199F,L199C,JB,L19BF,"JB PSW.1,L19BF"
19A6,L199C,JB,L19B4,"JB ACC.7,L19B4"
19A9,L199C,LCALL,L4700,LCALL L4700
19AE,L199C,LCALL,L034F,LCALL L034F
19B1,L19B1,LJMP,L21C9,LJMP L21C9
19B9,L19B4,LCALL,L5964,LCALL L5964
19BC,L19B4,LJMP,L19C8,LJMP L19C8
19C2,L19BF,LCALL,L03BF,LCALL L03BF
19C5,L19BF,JB,L19CB,"JB ACC.0,L19CB"
19C8,L19C8,LCALL,L468D,LCALL L468D
19CB,L19CB,LJMP,L21C9,LJMP L21C9
19CE,L19CE,JBC,L1A31,"JBC 21h.3,L1A31"
19D1,L19CE,JBC,L1996,"JBC 21h.1,L1996"
19D4,L19CE,JBC,L1A20,"JBC 21h.6,L1A20"
19D7,L19CE,JBC,L1A37,"JBC 20h.6,L1A37"
19DA,L19CE,JBC,L199C,"JBC 20h.7,L199C"
19DD,L19CE,JBC,L1A12,"JBC 21h.4,L1A12"
19E0,L19CE,JBC,L1A15,"JBC 22h.1,L1A15"
19E3,L19CE,JBC,L1990,"JBC 21h.0,L1990"
19E6,L19CE,JBC,L1A12,"JBC 21h.2,L1A12"
19E9,L19CE,JBC,L1A26,"JBC 22h.2,L1A26"
19EC,L19CE,JBC,L1993,"JBC 22h.6,L1993"
19EF,L19CE,JBC,L1A09,"JBC 22h.5,L1A09"
19F2,L19CE,JBC,L1A18,"JBC 21h.7,L1A18"
19F5,L19CE,JBC,L1A18,"JBC 22h.0,L1A18"
19F8,L19CE,JBC,L198D,"JBC 20h.5,L198D"
19FB,L19CE,JBC,L198A,"JBC 28h.0,L198A"
19FE,L19CE,JBC,L1A0C,"JBC 23h.2,L1A0C"
1A01,L19CE,JBC,L1A0F,"JBC 23h.3,L1A0F"
1A06,L19CE,LJMP,L585F,LJMP L585F
1A09,L1A09,LJMP,L1AF4,LJMP L1AF4
1A0C,L1A0C,LJMP,L187F,LJMP L187F
1A0F,L1A0F,LJMP,L18A9,LJMP L18A9
1A12,L1A12,LJMP,L1A7E,LJMP L1A7E
1A15,L1A15,LJMP,L1A7C,LJMP L1A7C
1A1A,L1A18,LCALL,L47B0,LCALL L47B0
1A1D,L1A18,LJMP,L21C9,LJMP L21C9
1A20,L1A20,LCALL,L467E,LCALL L467E
1A23,L1A20,LJMP,L1A40,LJMP L1A40
1A2E,L1A26,LJMP,L21C9,LJMP L21C9
1A31,L1A31,LCALL,L5977,LCALL L5977
1A34,L1A31,LJMP,L21C9,LJMP L21C9
1A37,L1A37,LCALL,L4600,LCALL L4600
1A3A,L1A37,LCALL,L5931,LCALL L5931
1A3D,L1A37,JB,L1A77,"JB 28h.6,L1A77"
1A40,L1A40,JNB,L1A5B,"JNB 29h.5,L1A5B"
1A47,L1A40,JNB,L1A5B,"JNB ACC.3,L1A5B"
1A58,L1A40,LJMP,L21C9,LJMP L21C9
1A5F,L1A5B,JB,L1A65,"JB ACC.6,L1A65"
1A62,L1A5B,LJMP,L21C9,LJMP L21C9
1A6C,L1A65,JB,L1A72,"JB ACC.0,L1A72"
1A74,L1A72,LJMP,L21C9,LJMP L21C9
1A79,L1A77,LJMP,L21C9,LJMP L21C9
1A86,L1A7E,LCALL,L4709,LCALL L4709
1A8D,L1A7E,JB,L1AA7,"JB ACC.0,L1AA7"
1A92,L1A7E,CJNE,L1A98,"CJNE A,#1Ch,L1A98"
1A95,L1A7E,LJMP,L1AA7,LJMP L1AA7
1A98,L1A98,CJNE,L1AA4,"CJNE A,#19h,L1AA4"
1A9E,L1A98,LCALL,L45B3,LCALL L45B3
1AA1,L1A98,LJMP,L1F80,LJMP L1F80
1AA4,L1AA4,LCALL,L4541,LCALL L4541
1AAA,L1AA7,JNB,L1AB8,"JNB 2Ah.4,L1AB8"
1AB0,L1AA7,LCALL,L453A,LCALL L453A
1AB5,L1AA7,LJMP,L21C9,LJMP L21C9
1ABA,L1AB8,LCALL,L0410,LCALL L0410
1ABD,L1AB8,LCALL,L045A,LCALL L045A
1AC0,L1AB8,LCALL,L4648,LCALL L4648
1AC5,L1AB8,LJMP,L21C9,LJMP L21C9
1AC8,L1AC8,LCALL,L5937,LCALL L5937
1ACD,L1AC8,CJNE,L1AEF,"CJNE A,#07h,L1AEF"
1AD6,L1AC8,JB,L1AE3,"JB ACC.6,L1AE3"
1AE0,L1AC8,LJMP,L21C9,LJMP L21C9
1AE6,L1AE3,LCALL,L453A,LCALL L453A
1AEC,L1AE3,LJMP,L21C9,LJMP L21C9
1AF1,L1AEF,LJMP,L1CD2,LJMP L1CD2
1AF4,L1AF4,JB,L1B46,"JB 29h.1,L1B46"
1AF7,L1AF4,LJMP,L1B11,LJMP L1B11
1AFA,L1AFA,JB,L1B4F,"JB 28h.1,L1B4F"
1AFD,L1AFA,LJMP,L1B1A,LJMP L1B1A
1B00,L1B00,JNB,L1B06,"JNB PSW.1,L1B06"
1B03,L1B00,LJMP,L1747,LJMP L1747
1B06,L1B06,JB,L1B0E,"JB 2Ah.2,L1B0E"
1B0B,L1B06,LJMP,L1B5F,LJMP L1B5F
1B0E,L1B0E,JB,L1B46,"JB 28h.5,L1B46"
1B11,L1B11,JNB,L1B1A,"JNB 27h.7,L1B1A"
1B14,L1B11,LCALL,L0617,LCALL L0617
1B17,L1B11,LJMP,L21C9,LJMP L21C9
1B1E,L1B1A,JNB,L1B23,"JNB ACC.2,L1B23"
1B23,L1B23,LCALL,L4709,LCALL L4709
1B2A,L1B23,JB,L1B35,"JB ACC.7,L1B35"
1B2D,L1B23,LCALL,L4648,LCALL L4648
1B32,L1B23,LJMP,L21C9,LJMP L21C9
1B35,L1B35,JNB,L1B3A,"JNB 27h.0,L1B3A"
1B3D,L1B3A,LCALL,L453A,LCALL L453A
1B43,L1B3A,LJMP,L21C9,LJMP L21C9
1B46,L1B46,JNB,L1B4F,"JNB 27h.7,L1B4F"
1B49,L1B46,LCALL,L0610,LCALL L0610
1B4C,L1B46,LJMP,L21C9,LJMP L21C9
1B4F,L1B4F,LCALL,L5937,LCALL L5937
1B52,L1B4F,LCALL,L4652,LCALL L4652
1B55,L1B4F,JNB,L1B5F,"JNB 2Ch.3,L1B5F"
1B5C,L1B4F,LCALL,L034F,LCALL L034F
1B5F,L1B5F,LJMP,L21C9,LJMP L21C9
1B62,L1B62,JBC,L1BAC,"JBC 20h.5,L1BAC"
1B65,L1B62,JBC,L1BBF,"JBC 28h.0,L1BBF"
1B68,L1B62,JBC,L1B9D,"JBC 20h.6,L1B9D"
1B6B,L1B62,JBC,L1BC5,"JBC 21h.3,L1BC5"
1B6E,L1B62,JBC,L1BA6,"JBC 21h.6,L1BA6"
1B71,L1B62,JBC,L1B93,"JBC 21h.7,L1B93"
1B74,L1B62,JBC,L1B98,"JBC 22h.0,L1B98"
1B77,L1B62,JBC,L1BE4,"JBC 22h.6,L1BE4"
1B7A,L1B62,JBC,L1B8D,"JBC 23h.2,L1B8D"
1B7D,L1B62,JBC,L1B90,"JBC 23h.3,L1B90"
1B8A,L1B62,LJMP,L585F,LJMP L585F
1B8D,L1B8D,LJMP,L187F,LJMP L187F
1B90,L1B90,LJMP,L18A9,LJMP L18A9
1B95,L1B93,LJMP,L1806,LJMP L1806
1B9A,L1B98,LJMP,L1826,LJMP L1826
1B9D,L1B9D,LCALL,L4600,LCALL L4600
1BA0,L1B9D,LCALL,L5931,LCALL L5931
1BA3,L1B9D,LJMP,L21C9,LJMP L21C9
1BA6,L1BA6,LCALL,L467E,LCALL L467E
1BA9,L1BA6,LJMP,L21C9,LJMP L21C9
1BB0,L1BAC,JNB,L1BB9,"JNB 29h.5,L1BB9"
1BB6,L1BAC,LJMP,L21C9,LJMP L21C9
1BBC,L1BB9,LJMP,L21C9,LJMP L21C9
1BBF,L1BBF,JNB,L1BB9,"JNB 28h.1,L1BB9"
1BC2,L1BBF,LJMP,L1BCE,LJMP L1BCE
1BC5,L1BC5,JNB,L1BCE,"JNB 27h.7,L1BCE"
1BC8,L1BC5,LCALL,L0610,LCALL L0610
1BCB,L1BC5,LJMP,L21C9,LJMP L21C9
1BCE,L1BCE,LCALL,L5937,LCALL L5937
1BD5,L1BCE,LCALL,L474A,LCALL L474A
1BD8,L1BCE,LCALL,L4652,LCALL L4652
1BDB,L1BCE,LCALL,L477E,LCALL L477E
1BE1,L1BCE,LJMP,L21C9,LJMP L21C9
1BE4,L1BE4,LJMP,L16F3,LJMP L16F3
1BE7,L1BE7,JBC,L1C1E,"JBC 20h.5,L1C1E"
1BEA,L1BE7,JBC,L1C2F,"JBC 20h.6,L1C2F"
1BED,L1BE7,JBC,L1C38,"JBC 21h.0,L1C38"
1BF0,L1BE7,JBC,L1C53,"JBC 21h.2,L1C53"
1BF3,L1BE7,JBC,L1C16,"JBC 21h.7,L1C16"
1BF6,L1BE7,JBC,L1C16,"JBC 22h.0,L1C16"
1BF9,L1BE7,JBC,L1C69,"JBC 22h.6,L1C69"
1BFC,L1BE7,JBC,L1C35,"JBC 22h.5,L1C35"
1BFF,L1BE7,JBC,L1C10,"JBC 23h.2,L1C10"
1C02,L1BE7,JBC,L1C13,"JBC 23h.3,L1C13"
1C0D,L1BE7,LJMP,L585F,LJMP L585F
1C10,L1C10,LJMP,L187F,LJMP L187F
1C13,L1C13,LJMP,L18A9,LJMP L18A9
1C18,L1C16,LCALL,L5977,LCALL L5977
1C1B,L1C16,LJMP,L1806,LJMP L1806
1C1E,L1C1E,LCALL,L4618,LCALL L4618
1C21,L1C1E,JNB,L1C2C,"JNB 2Ah.3,L1C2C"
1C24,L1C1E,LCALL,L5977,LCALL L5977
1C2C,L1C2C,LJMP,L21C9,LJMP L21C9
1C2F,L1C2F,LCALL,L4600,LCALL L4600
1C32,L1C2F,LJMP,L21C9,LJMP L21C9
1C35,L1C35,JNB,L1C50,"JNB 29h.1,L1C50"
1C3F,L1C38,JB,L1C48,"JB ACC.3,L1C48"
1C42,L1C38,JNB,L1C50,"JNB ACC.2,L1C50"
1C48,L1C48,LCALL,L453A,LCALL L453A
1C50,L1C50,LJMP,L21C9,LJMP L21C9
1C53,L1C53,LCALL,L5977,LCALL L5977
1C56,L1C53,JNB,L1C5C,"JNB 2Ah.3,L1C5C"
1C59,L1C53,LCALL,L5931,LCALL L5931
1C66,L1C5C,LJMP,L21C9,LJMP L21C9
1C69,L1C69,LJMP,L16F3,LJMP L16F3
1C6C,L1C6C,JBC,L1C8A,"JBC 20h.7,L1C8A"
1C6F,L1C6C,JBC,L1CAD,"JBC 21h.6,L1CAD"
1C72,L1C6C,JBC,L1C93,"JBC 21h.1,L1C93"
1C75,L1C6C,JBC,L1CB8,"JBC 21h.3,L1CB8"
1C78,L1C6C,JBC,L1CDE,"JBC 22h.6,L1CDE"
1C87,L1C6C,LJMP,L585F,LJMP L585F
1C8A,L1C8A,LCALL,L468A,LCALL L468A
1C8D,L1C8A,LCALL,L459D,LCALL L459D
1C90,L1C8A,LJMP,L21C9,LJMP L21C9
1C97,L1C93,LCALL,L4648,LCALL L4648
1C9A,L1C93,JB,L1CAA,"JB ACC.3,L1CAA"
1C9D,L1C93,LCALL,L5977,LCALL L5977
1CAA,L1CAA,LJMP,L21C9,LJMP L21C9
1CAD,L1CAD,LCALL,L467E,LCALL L467E
1CB5,L1CAD,LJMP,L21C9,LJMP L21C9
1CB8,L1CB8,LCALL,L452E,LCALL L452E
1CBF,L1CB8,JNB,L1CD2,"JNB ACC.7,L1CD2"
1CC4,L1CB8,JNZ,L1CD2,JNZ L1CD2
1CC9,L1CB8,LCALL,L453A,LCALL L453A
1CCF,L1CB8,LJMP,L21C9,LJMP L21C9
1CD5,L1CD2,LCALL,L453A,LCALL L453A
1CDB,L1CD2,LJMP,L21C9,LJMP L21C9
1CDE,L1CDE,LJMP,L16F3,LJMP L16F3
1CEC,L1CE1,LJMP,L21C9,LJMP L21C9
1CEF,L1CEF,LJMP,L16F3,LJMP L16F3
1CF2,L1CF2,JBC,L1D19,"JBC 21h.6,L1D19"
1CF5,L1CF2,JBC,L1D1F,"JBC 20h.7,L1D1F"
1CF8,L1CF2,JBC,L1D2C,"JBC 21h.1,L1D2C"
1CFB,L1CF2,JBC,L1D7C,"JBC 21h.3,L1D7C"
1CFE,L1CF2,JBC,L1CE1,"JBC 22h.1,L1CE1"
1D01,L1CF2,JBC,L1CEF,"JBC 22h.6,L1CEF"
1D16,L1CF2,LJMP,L585F,LJMP L585F
1D19,L1D19,LCALL,L467E,LCALL L467E
1D1C,L1D19,LJMP,L21C9,LJMP L21C9
1D23,L1D1F,LCALL,L034F,LCALL L034F
1D29,L1D1F,LJMP,L21C9,LJMP L21C9
1D2E,L1D2C,LCALL,L034F,LCALL L034F
1D35,L1D2C,JB,L1D6F,"JB 2Ah.1,L1D6F"
1D42,L1D2C,JB,L1D5A,"JB 2Bh.2,L1D5A"
1D49,L1D2C,JNB,L1D5A,"JNB ACC.7,L1D5A"
1D4E,L1D2C,CJNE,L1D5A,"CJNE A,#05h,L1D5A"
1D57,L1D2C,CJNE,L1D5D,"CJNE A,#0Bh,L1D5D"
1D5A,L1D5A,LJMP,L21C9,LJMP L21C9
1D64,L1D5D,JNB,L1D6C,"JNB ACC.1,L1D6C"
1D69,L1D5D,LCALL,L47B0,LCALL L47B0
1D6C,L1D6C,LJMP,L21C9,LJMP L21C9
1D79,L1D6F,LJMP,L21C9,LJMP L21C9
1D80,L1D7C,JNB,L1D94,"JNB ACC.7,L1D94"
1D83,L1D7C,JB,L1D94,"JB 2Bh.2,L1D94"
1D88,L1D7C,CJNE,L1D94,"CJNE A,#05h,L1D94"
1D91,L1D7C,CJNE,L1D9E,"CJNE A,#0Bh,L1D9E"
1D98,L1D94,JNB,L1D9E,"JNB ACC.2,L1D9E"
1D9B,L1D94,LCALL,L4712,LCALL L4712
1D9E,L1D9E,LCALL,L475D,LCALL L475D
1DA5,L1D9E,JNB,L1DAA,"JNB ACC.0,L1DAA"
1DB6,L1DAA,LCALL,L5964,LCALL L5964
1DBC,L1DAA,LJMP,L21C9,LJMP L21C9
